label,lirik,Data Cleaning,Case Folding,Normalisasi,Tokenisasi,Stopword Removal,Stemming,Rejoin
happy,Malamu malamku,Malamu malamku,malamu malamku,malamu malamku,"['malamu', 'malamku']","['malamu', 'malamku']","['mala', 'malam']",mala malam
happy,Malu belum waktunya,Malu belum waktunya,malu belum waktunya,malu belum waktunya,"['malu', 'belum', 'waktunya']",['malu'],['malu'],malu
happy,Manis lesungmu membuatku melayang,Manis lesungmu membuatku melayang,manis lesungmu membuatku melayang,manis lesungmu membuatku melayang,"['manis', 'lesungmu', 'membuatku', 'melayang']","['manis', 'lesungmu', 'membuatku', 'melayang']","['manis', 'lesung', 'buat', 'layang']",manis lesung buat layang
happy,Manis senyummu,Manis senyummu,manis senyummu,manis senyummu,"['manis', 'senyummu']","['manis', 'senyummu']","['manis', 'senyum']",manis senyum
happy,Manis senyummu membuatku terbayang,Manis senyummu membuatku terbayang,manis senyummu membuatku terbayang,manis senyummu membuatku terbayang,"['manis', 'senyummu', 'membuatku', 'terbayang']","['manis', 'senyummu', 'membuatku', 'terbayang']","['manis', 'senyum', 'buat', 'bayang']",manis senyum buat bayang
happy,Manusia telah melangkah di bulan,Manusia telah melangkah di bulan,manusia telah melangkah di bulan,manusia telah melangkah di bulan,"['manusia', 'telah', 'melangkah', 'di', 'bulan']","['manusia', 'melangkah']","['manusia', 'lang']",manusia lang
happy,Mapan dan bersahaja,Mapan dan bersahaja,mapan dan bersahaja,mapan dan bersahaja,"['mapan', 'dan', 'bersahaja']","['mapan', 'bersahaja']","['mapan', 'sahaja']",mapan sahaja
happy,Mari bergoyang hey hey hey hey....,Mari bergoyang hey hey hey hey    ,mari bergoyang hey hey hey hey    ,mari bergoyang hai hai hai hai,"['mari', 'bergoyang', 'hai', 'hai', 'hai', 'hai']","['mari', 'bergoyang', 'hai', 'hai', 'hai', 'hai']","['mari', 'goyang', 'hai', 'hai', 'hai', 'hai']",mari goyang hai hai hai hai
happy,mari berlari meraih mimpi,mari berlari meraih mimpi,mari berlari meraih mimpi,mari berlari meraih mimpi,"['mari', 'berlari', 'meraih', 'mimpi']","['mari', 'berlari', 'meraih', 'mimpi']","['mari', 'lari', 'raih', 'mimpi']",mari lari raih mimpi
happy,Mari kubasuh,Mari kubasuh,mari kubasuh,mari kubasuh,"['mari', 'kubasuh']","['mari', 'kubasuh']","['mari', 'basuh']",mari basuh
happy,Marilah pandang Tuhan bala surga,Marilah pandang Tuhan bala surga,marilah pandang tuhan bala surga,marilah pandang tuhan bala surga,"['marilah', 'pandang', 'tuhan', 'bala', 'surga']","['marilah', 'pandang', 'tuhan', 'bala', 'surga']","['mari', 'pandang', 'tuhan', 'bala', 'surga']",mari pandang tuhan bala surga
happy,Masa yang kita lalui,Masa yang kita lalui,masa yang kita lalui,masa yang kita lalui,"['masa', 'yang', 'kita', 'lalui']",['lalui'],['lalu'],lalu
happy,Masih banyak waktu untukmu jalani semua,Masih banyak waktu untukmu jalani semua,masih banyak waktu untukmu jalani semua,masih banyak waktu untukmu jalani semua,"['masih', 'banyak', 'waktu', 'untukmu', 'jalani', 'semua']","['untukmu', 'jalani']","['untuk', 'jalan']",untuk jalan
happy,Masih saja kamu yang menemani sepi di hidupku,Masih saja kamu yang menemani sepi di hidupku,masih saja kamu yang menemani sepi di hidupku,masih saja kamu yang menemani sepi di hidupku,"['masih', 'saja', 'kamu', 'yang', 'menemani', 'sepi', 'di', 'hidupku']","['menemani', 'sepi', 'hidupku']","['tani', 'sepi', 'hidup']",tani sepi hidup
happy,Masihkah terasa indah itu?,Masihkah terasa indah itu ,masihkah terasa indah itu ,masihkah terasa indah itu,"['masihkah', 'terasa', 'indah', 'itu']",['indah'],['indah'],indah
happy,Maukah dirimu hidup denganku,Maukah dirimu hidup denganku,maukah dirimu hidup denganku,maukah dirimu hidup denganku,"['maukah', 'dirimu', 'hidup', 'denganku']","['maukah', 'dirimu', 'hidup', 'denganku']","['mau', 'diri', 'hidup', 'dengan']",mau diri hidup dengan
happy,Maukah dirimu jadi teman hidupku,Maukah dirimu jadi teman hidupku,maukah dirimu jadi teman hidupku,maukah dirimu jadi teman hidupku,"['maukah', 'dirimu', 'jadi', 'teman', 'hidupku']","['maukah', 'dirimu', 'teman', 'hidupku']","['mau', 'diri', 'teman', 'hidup']",mau diri teman hidup
happy,Maukah kau kiranya melakukan itu,Maukah kau kiranya melakukan itu,maukah kau kiranya melakukan itu,maukah kamu kiranya melakukan itu,"['maukah', 'kamu', 'kiranya', 'melakukan', 'itu']",['maukah'],['mau'],mau
happy,Maukah lagi kau mengulang ragu,Maukah lagi kau mengulang ragu,maukah lagi kau mengulang ragu,maukah lagi kamu mengulang ragu,"['maukah', 'lagi', 'kamu', 'mengulang', 'ragu']","['maukah', 'mengulang', 'ragu']","['mau', 'ulang', 'ragu']",mau ulang ragu
happy,maunya disenggol supaya dapet bayaran,maunya disenggol supaya dapet bayaran,maunya disenggol supaya dapet bayaran,maunya disenggol supaya dapat bayaran,"['maunya', 'disenggol', 'supaya', 'dapat', 'bayaran']","['maunya', 'disenggol', 'bayaran']","['mau', 'senggol', 'bayar']",mau senggol bayar
happy,Mekar bersinar menyilaukan mata,Mekar bersinar menyilaukan mata,mekar bersinar menyilaukan mata,mekar bersinar menyilaukan mata,"['mekar', 'bersinar', 'menyilaukan', 'mata']","['mekar', 'bersinar', 'menyilaukan', 'mata']","['mekar', 'sinar', 'silau', 'mata']",mekar sinar silau mata
happy,Mekar dan berseri,Mekar dan berseri,mekar dan berseri,mekar dan berseri,"['mekar', 'dan', 'berseri']","['mekar', 'berseri']","['mekar', 'seri']",mekar seri
happy,Melaju kencang,Melaju kencang,melaju kencang,melaju kencang,"['melaju', 'kencang']","['melaju', 'kencang']","['laju', 'kencang']",laju kencang
happy,melaju takkan terhenti menggapai langit tertinggi,melaju takkan terhenti menggapai langit tertinggi,melaju takkan terhenti menggapai langit tertinggi,melaju takkan terhenti menggapai langit tertinggi,"['melaju', 'takkan', 'terhenti', 'menggapai', 'langit', 'tertinggi']","['melaju', 'takkan', 'terhenti', 'menggapai', 'langit', 'tertinggi']","['laju', 'tak', 'henti', 'gapai', 'langit', 'tinggi']",laju tak henti gapai langit tinggi
happy,Melakoni jati diri sampe puas,Melakoni jati diri sampe puas,melakoni jati diri sampe puas,melakoni jati diri sampai puas,"['melakoni', 'jati', 'diri', 'sampai', 'puas']","['melakoni', 'jati', 'puas']","['lakon', 'jati', 'puas']",lakon jati puas
happy,Melakukan yang terbaik,Melakukan yang terbaik,melakukan yang terbaik,melakukan yang terbaik,"['melakukan', 'yang', 'terbaik']",['terbaik'],['baik'],baik
happy,Melangkah menuju titik  lakukan yang terbaik,Melangkah menuju titik  lakukan yang terbaik,melangkah menuju titik  lakukan yang terbaik,melangkah menuju titik lakukan yang terbaik,"['melangkah', 'menuju', 'titik', 'lakukan', 'yang', 'terbaik']","['melangkah', 'titik', 'lakukan', 'terbaik']","['lang', 'titik', 'laku', 'baik']",lang titik laku baik
happy,Melangkah meraih kehidupan ini,Melangkah meraih kehidupan ini,melangkah meraih kehidupan ini,melangkah meraih kehidupan ini,"['melangkah', 'meraih', 'kehidupan', 'ini']","['melangkah', 'meraih', 'kehidupan']","['lang', 'raih', 'hidup']",lang raih hidup
happy,Melangkah pasti  pena dan tinta berbicara,Melangkah pasti  pena dan tinta berbicara,melangkah pasti  pena dan tinta berbicara,melangkah pasti pena dan tinta berbicara,"['melangkah', 'pasti', 'pena', 'dan', 'tinta', 'berbicara']","['melangkah', 'pena', 'tinta', 'berbicara']","['lang', 'pena', 'tinta', 'bicara']",lang pena tinta bicara
happy,Melawan semua aral yang ada,Melawan semua aral yang ada,melawan semua aral yang ada,melawan semua aral yang ada,"['melawan', 'semua', 'aral', 'yang', 'ada']","['melawan', 'aral']","['lawan', 'aral']",lawan aral
happy,Melawan semua aral yang ada Bersama,Melawan semua aral yang ada Bersama,melawan semua aral yang ada bersama,melawan semua aral yang ada bersama,"['melawan', 'semua', 'aral', 'yang', 'ada', 'bersama']","['melawan', 'aral']","['lawan', 'aral']",lawan aral
happy,Melayang dan jelajahi bintang,Melayang dan jelajahi bintang,melayang dan jelajahi bintang,melayang dan jelajahi bintang,"['melayang', 'dan', 'jelajahi', 'bintang']","['melayang', 'jelajahi', 'bintang']","['layang', 'jelajah', 'bintang']",layang jelajah bintang
happy,Melayang pikir tak terkira,Melayang pikir tak terkira,melayang pikir tak terkira,melayang pikir tidak terkira,"['melayang', 'pikir', 'tidak', 'terkira']","['melayang', 'pikir']","['layang', 'pikir']",layang pikir
happy,Melayang terbang  mimpi berangan,Melayang terbang  mimpi berangan,melayang terbang  mimpi berangan,melayang terbang mimpi berangan,"['melayang', 'terbang', 'mimpi', 'berangan']","['melayang', 'terbang', 'mimpi', 'berangan']","['layang', 'terbang', 'mimpi', 'berangan']",layang terbang mimpi berangan
happy,Melebihi Apa Yang Orang Katakan Kepadaku,Melebihi Apa Yang Orang Katakan Kepadaku,melebihi apa yang orang katakan kepadaku,melebihi apa yang orang katakan kepadaku,"['melebihi', 'apa', 'yang', 'orang', 'katakan', 'kepadaku']","['melebihi', 'orang', 'kepadaku']","['lebih', 'orang', 'kepada']",lebih orang kepada
happy,Melebur jadi satu,Melebur jadi satu,melebur jadi satu,melebur jadi satu,"['melebur', 'jadi', 'satu']",['melebur'],['lebur'],lebur
happy,Melebur keinginan jiwa,Melebur keinginan jiwa,melebur keinginan jiwa,melebur keinginan jiwa,"['melebur', 'keinginan', 'jiwa']","['melebur', 'jiwa']","['lebur', 'jiwa']",lebur jiwa
happy,melepaskan beban jiwa rasa...,melepaskan beban jiwa rasa   ,melepaskan beban jiwa rasa   ,melepaskan beban jiwa rasa,"['melepaskan', 'beban', 'jiwa', 'rasa']","['melepaskan', 'beban', 'jiwa']","['lepas', 'beban', 'jiwa']",lepas beban jiwa
happy,Melewati batas prasangka yang ada,Melewati batas prasangka yang ada,melewati batas prasangka yang ada,melewati batas prasangka yang ada,"['melewati', 'batas', 'prasangka', 'yang', 'ada']","['melewati', 'batas', 'prasangka']","['lewat', 'batas', 'prasangka']",lewat batas prasangka
happy,melihat dia di depanku,melihat dia di depanku,melihat dia di depanku,melihat dia di depanku,"['melihat', 'dia', 'di', 'depanku']",['depanku'],['depan'],depan
happy,Melihat tawamu,Melihat tawamu,melihat tawamu,melihat tawamu,"['melihat', 'tawamu']",['tawamu'],['tawa'],tawa
happy,Melintasi bintang,Melintasi bintang,melintasi bintang,melintasi bintang,"['melintasi', 'bintang']","['melintasi', 'bintang']","['lintas', 'bintang']",lintas bintang
happy,Melintasi bintang dia membawaku ke sana,Melintasi bintang dia membawaku ke sana,melintasi bintang dia membawaku ke sana,melintasi bintang dia membawaku ke sana,"['melintasi', 'bintang', 'dia', 'membawaku', 'ke', 'sana']","['melintasi', 'bintang', 'membawaku']","['lintas', 'bintang', 'bawa']",lintas bintang bawa
happy,Melintasi bumi langit dan semesta,Melintasi bumi langit dan semesta,melintasi bumi langit dan semesta,melintasi bumi langit dan semesta,"['melintasi', 'bumi', 'langit', 'dan', 'semesta']","['melintasi', 'bumi', 'langit', 'semesta']","['lintas', 'bumi', 'langit', 'semesta']",lintas bumi langit semesta
happy,Melintasi ruang dan waktu,Melintasi ruang dan waktu,melintasi ruang dan waktu,melintasi ruang dan waktu,"['melintasi', 'ruang', 'dan', 'waktu']","['melintasi', 'ruang']","['lintas', 'ruang']",lintas ruang
happy,Melintasi waktu,Melintasi waktu,melintasi waktu,melintasi waktu,"['melintasi', 'waktu']",['melintasi'],['lintas'],lintas
happy,Memang indah semua,Memang indah semua,memang indah semua,memang indah semua,"['memang', 'indah', 'semua']",['indah'],['indah'],indah
happy,Memang ku bukan ksatria malam,Memang ku bukan ksatria malam,memang ku bukan ksatria malam,memang ku bukan ksatria malam,"['memang', 'ku', 'bukan', 'ksatria', 'malam']","['ku', 'ksatria', 'malam']","['ku', 'ksatria', 'malam']",ku ksatria malam
happy,Memang ku menarik,Memang ku menarik,memang ku menarik,memang ku menarik,"['memang', 'ku', 'menarik']","['ku', 'menarik']","['ku', 'tarik']",ku tarik
happy,Membaca dan mengerti,Membaca dan mengerti,membaca dan mengerti,membaca dan mengerti,"['membaca', 'dan', 'mengerti']","['membaca', 'mengerti']","['baca', 'erti']",baca erti
happy,Membawa diriku,Membawa diriku,membawa diriku,membawa diriku,"['membawa', 'diriku']","['membawa', 'diriku']","['bawa', 'diri']",bawa diri
happy,Membawa diriku kepadamu,Membawa diriku kepadamu,membawa diriku kepadamu,membawa diriku kepadamu,"['membawa', 'diriku', 'kepadamu']","['membawa', 'diriku', 'kepadamu']","['bawa', 'diri', 'kepada']",bawa diri kepada
happy,Membawa jejak negara,Membawa jejak negara,membawa jejak negara,membawa jejak negara,"['membawa', 'jejak', 'negara']","['membawa', 'jejak', 'negara']","['bawa', 'jejak', 'negara']",bawa jejak negara
happy,Membawaku kembali,Membawaku kembali,membawaku kembali,membawaku kembali,"['membawaku', 'kembali']",['membawaku'],['bawa'],bawa
happy,Membawaku menapaki perjalanan hatiku,Membawaku menapaki perjalanan hatiku,membawaku menapaki perjalanan hatiku,membawaku menapaki perjalanan hatiku,"['membawaku', 'menapaki', 'perjalanan', 'hatiku']","['membawaku', 'menapaki', 'perjalanan', 'hatiku']","['bawa', 'tapak', 'jalan', 'hati']",bawa tapak jalan hati
happy,Membelaiku,Membelaiku,membelaiku,membelaiku,['membelaiku'],['membelaiku'],['bela'],bela
happy,Memberi ruang bagimu,Memberi ruang bagimu,memberi ruang bagimu,memberi ruang bagimu,"['memberi', 'ruang', 'bagimu']","['ruang', 'bagimu']","['ruang', 'bagi']",ruang bagi
happy,Memberiku ketenangan,Memberiku ketenangan,memberiku ketenangan,memberiku ketenangan,"['memberiku', 'ketenangan']","['memberiku', 'ketenangan']","['beri', 'tenang']",beri tenang
happy,Membuaiku dengan penuh keindahan,Membuaiku dengan penuh keindahan,membuaiku dengan penuh keindahan,membuaiku dengan penuh keindahan,"['membuaiku', 'dengan', 'penuh', 'keindahan']","['membuaiku', 'penuh', 'keindahan']","['bua', 'penuh', 'indah']",bua penuh indah
happy,Membuat diriku menggila,Membuat diriku menggila,membuat diriku menggila,membuat diriku menggila,"['membuat', 'diriku', 'menggila']","['diriku', 'menggila']","['diri', 'gila']",diri gila
happy,Membuat ku terpautkan,Membuat ku terpautkan,membuat ku terpautkan,membuat ku terpautkan,"['membuat', 'ku', 'terpautkan']","['ku', 'terpautkan']","['ku', 'paut']",ku paut
happy,Membuatku bisa bertahan,Membuatku bisa bertahan,membuatku bisa bertahan,membuatku bisa bertahan,"['membuatku', 'bisa', 'bertahan']","['membuatku', 'bertahan']","['buat', 'tahan']",buat tahan
happy,membuatku jadi tertarik padamu,membuatku jadi tertarik padamu,membuatku jadi tertarik padamu,membuatku jadi tertarik padamu,"['membuatku', 'jadi', 'tertarik', 'padamu']","['membuatku', 'tertarik', 'padamu']","['buat', 'tarik', 'pada']",buat tarik pada
happy,Membuatku slalu percaya...,Membuatku slalu percaya   ,membuatku slalu percaya   ,membuatku selalu percaya,"['membuatku', 'selalu', 'percaya']","['membuatku', 'percaya']","['buat', 'percaya']",buat percaya
happy,Membuatku terpana,Membuatku terpana,membuatku terpana,membuatku terpana,"['membuatku', 'terpana']","['membuatku', 'terpana']","['buat', 'terpana']",buat terpana
happy,Membuatmu bahagia,Membuatmu bahagia,membuatmu bahagia,membuatmu bahagia,"['membuatmu', 'bahagia']","['membuatmu', 'bahagia']","['buat', 'bahagia']",buat bahagia
happy,Membuka dirimu seperti mereka,Membuka dirimu seperti mereka,membuka dirimu seperti mereka,membuka dirimu seperti mereka,"['membuka', 'dirimu', 'seperti', 'mereka']","['membuka', 'dirimu']","['buka', 'diri']",buka diri
happy,Membuka luas dan angin pun semerbak,Membuka luas dan angin pun semerbak,membuka luas dan angin pun semerbak,membuka luas dan angin pun semerbak,"['membuka', 'luas', 'dan', 'angin', 'pun', 'semerbak']","['membuka', 'luas', 'angin', 'semerbak']","['buka', 'luas', 'angin', 'semerbak']",buka luas angin semerbak
happy,Membuka mata hati demi sebuah cita-cita,Membuka mata hati demi sebuah cita cita,membuka mata hati demi sebuah cita cita,membuka mata hati demi sebuah cita cita,"['membuka', 'mata', 'hati', 'demi', 'sebuah', 'cita', 'cita']","['membuka', 'mata', 'hati', 'cita', 'cita']","['buka', 'mata', 'hati', 'cita', 'cita']",buka mata hati cita cita
happy,Membunuh malam hingga pagi menjelang,Membunuh malam hingga pagi menjelang,membunuh malam hingga pagi menjelang,membunuh malam hingga pagi menjelang,"['membunuh', 'malam', 'hingga', 'pagi', 'menjelang']","['membunuh', 'malam', 'pagi', 'menjelang']","['bunuh', 'malam', 'pagi', 'jelang']",bunuh malam pagi jelang
happy,Membutuhkan dirimu,Membutuhkan dirimu,membutuhkan dirimu,membutuhkan dirimu,"['membutuhkan', 'dirimu']","['membutuhkan', 'dirimu']","['butuh', 'diri']",butuh diri
happy,Membutuhkanmu,Membutuhkanmu,membutuhkanmu,membutuhkanmu,['membutuhkanmu'],['membutuhkanmu'],['butuh'],butuh
happy,Membutuhkanmu Kau Selalu Ada,Membutuhkanmu Kau Selalu Ada,membutuhkanmu kau selalu ada,membutuhkanmu kamu selalu ada,"['membutuhkanmu', 'kamu', 'selalu', 'ada']",['membutuhkanmu'],['butuh'],butuh
happy,Memegang kukuh janji,Memegang kukuh janji,memegang kukuh janji,memegang kukuh janji,"['memegang', 'kukuh', 'janji']","['memegang', 'kukuh', 'janji']","['pegang', 'kukuh', 'janji']",pegang kukuh janji
happy,Memilihmu tak akan aku sesali,Memilihmu tak akan aku sesali,memilihmu tak akan aku sesali,memilihmu tidak akan aku sesali,"['memilihmu', 'tidak', 'akan', 'aku', 'sesali']","['memilihmu', 'sesali']","['pilih', 'sesal']",pilih sesal
happy,Menahan perih dan bernyanyi,Menahan perih dan bernyanyi,menahan perih dan bernyanyi,menahan perih dan bernyanyi,"['menahan', 'perih', 'dan', 'bernyanyi']","['menahan', 'perih', 'bernyanyi']","['tahan', 'perih', 'nyanyi']",tahan perih nyanyi
happy,Menambah nikmatnya,Menambah nikmatnya,menambah nikmatnya,menambah nikmatnya,"['menambah', 'nikmatnya']","['menambah', 'nikmatnya']","['tambah', 'nikmat']",tambah nikmat
happy,Menang kalah bukanlah masalah,Menang kalah bukanlah masalah,menang kalah bukanlah masalah,menang kalah bukanlah masalah,"['menang', 'kalah', 'bukanlah', 'masalah']","['menang', 'kalah']","['menang', 'kalah']",menang kalah
happy,Menanti arahmu,Menanti arahmu,menanti arahmu,menanti arahmu,"['menanti', 'arahmu']",['arahmu'],['arah'],arah
happy,Menanti diriku,Menanti diriku,menanti diriku,menanti diriku,"['menanti', 'diriku']",['diriku'],['diri'],diri
happy,Menanti keajaiban,Menanti keajaiban,menanti keajaiban,menanti keajaiban,"['menanti', 'keajaiban']",['keajaiban'],['ajaib'],ajaib
happy,Menari dan berdansa,Menari dan berdansa,menari dan berdansa,menari dan berdansa,"['menari', 'dan', 'berdansa']","['menari', 'berdansa']","['tari', 'dansa']",tari dansa
happy,Menari dan bernyanyilah,Menari dan bernyanyilah,menari dan bernyanyilah,menari dan bernyanyilah,"['menari', 'dan', 'bernyanyilah']","['menari', 'bernyanyilah']","['tari', 'nyanyi']",tari nyanyi
happy,Menarilah bersamaku,Menarilah bersamaku,menarilah bersamaku,menarilah bersamaku,"['menarilah', 'bersamaku']","['menarilah', 'bersamaku']","['tar', 'sama']",tar sama
happy,menarilah denganku,menarilah denganku,menarilah denganku,menarilah denganku,"['menarilah', 'denganku']","['menarilah', 'denganku']","['tar', 'dengan']",tar dengan
happy,Menata lembaran,Menata lembaran,menata lembaran,menata lembaran,"['menata', 'lembaran']","['menata', 'lembaran']","['tata', 'lembar']",tata lembar
happy,Menatap awan berharap pada Tuhan,Menatap awan berharap pada Tuhan,menatap awan berharap pada tuhan,menatap awan berharap pada tuhan,"['menatap', 'awan', 'berharap', 'pada', 'tuhan']","['menatap', 'awan', 'berharap', 'tuhan']","['tatap', 'awan', 'harap', 'tuhan']",tatap awan harap tuhan
happy,Menatap langkahmu,Menatap langkahmu,menatap langkahmu,menatap langkahmu,"['menatap', 'langkahmu']","['menatap', 'langkahmu']","['tatap', 'langkah']",tatap langkah
happy,Mencari arah menuju rumah,Mencari arah menuju rumah,mencari arah menuju rumah,mencari arah menuju rumah,"['mencari', 'arah', 'menuju', 'rumah']","['mencari', 'arah', 'rumah']","['cari', 'arah', 'rumah']",cari arah rumah
happy,mencari celah hatimu,mencari celah hatimu,mencari celah hatimu,mencari celah hatimu,"['mencari', 'celah', 'hatimu']","['mencari', 'celah', 'hatimu']","['cari', 'celah', 'hati']",cari celah hati
happy,Mencari saweran sedikit tapi lumayan,Mencari saweran sedikit tapi lumayan,mencari saweran sedikit tapi lumayan,mencari saweran sedikit tapi lumayan,"['mencari', 'saweran', 'sedikit', 'tapi', 'lumayan']","['mencari', 'saweran', 'lumayan']","['cari', 'sawer', 'lumayan']",cari sawer lumayan
happy,Mencari serpihan rasa percaya yang sirna,Mencari serpihan rasa percaya yang sirna,mencari serpihan rasa percaya yang sirna,mencari serpihan rasa percaya yang sirna,"['mencari', 'serpihan', 'rasa', 'percaya', 'yang', 'sirna']","['mencari', 'serpihan', 'percaya', 'sirna']","['cari', 'serpih', 'percaya', 'sirna']",cari serpih percaya sirna
happy,Mencari tepuk tangan atas karya keringatku,Mencari tepuk tangan atas karya keringatku,mencari tepuk tangan atas karya keringatku,mencari tepuk tangan atas karya keringatku,"['mencari', 'tepuk', 'tangan', 'atas', 'karya', 'keringatku']","['mencari', 'tepuk', 'tangan', 'karya', 'keringatku']","['cari', 'tepuk', 'tangan', 'karya', 'keringat']",cari tepuk tangan karya keringat
happy,mencoba tuk pahami,mencoba tuk pahami,mencoba tuk pahami,mencoba untuk pahami,"['mencoba', 'untuk', 'pahami']","['mencoba', 'pahami']","['coba', 'paham']",coba paham
happy,Mendengar senandungmu,Mendengar senandungmu,mendengar senandungmu,mendengar senandungmu,"['mendengar', 'senandungmu']","['mendengar', 'senandungmu']","['dengar', 'senandung']",dengar senandung
happy,Mendengarkan musik terus berkumandang,Mendengarkan musik terus berkumandang,mendengarkan musik terus berkumandang,mendengarkan musik terus berkumandang,"['mendengarkan', 'musik', 'terus', 'berkumandang']","['mendengarkan', 'musik', 'berkumandang']","['dengar', 'musik', 'kumandang']",dengar musik kumandang
happy,Menemani aku sampai mati,Menemani aku sampai mati,menemani aku sampai mati,menemani aku sampai mati,"['menemani', 'aku', 'sampai', 'mati']","['menemani', 'mati']","['tani', 'mati']",tani mati
happy,Menemani jejak langkahku,Menemani jejak langkahku,menemani jejak langkahku,menemani jejak langkahku,"['menemani', 'jejak', 'langkahku']","['menemani', 'jejak', 'langkahku']","['tani', 'jejak', 'langkah']",tani jejak langkah
happy,Menembus ruang dan waktu yang tersisa,Menembus ruang dan waktu yang tersisa,menembus ruang dan waktu yang tersisa,menembus ruang dan waktu yang tersisa,"['menembus', 'ruang', 'dan', 'waktu', 'yang', 'tersisa']","['menembus', 'ruang', 'tersisa']","['tembus', 'ruang', 'sisa']",tembus ruang sisa
happy,Menembus ruang dan waktu yang tersisa (oh),Menembus ruang dan waktu yang tersisa  oh ,menembus ruang dan waktu yang tersisa  oh ,menembus ruang dan waktu yang tersisa oh,"['menembus', 'ruang', 'dan', 'waktu', 'yang', 'tersisa', 'oh']","['menembus', 'ruang', 'tersisa', 'oh']","['tembus', 'ruang', 'sisa', 'oh']",tembus ruang sisa oh
happy,Menempuhi segala,Menempuhi segala,menempuhi segala,menempuhi segala,"['menempuhi', 'segala']",['menempuhi'],['tempuh'],tempuh
happy,menerima apa adanya,menerima apa adanya,menerima apa adanya,menerima apa adanya,"['menerima', 'apa', 'adanya']",['menerima'],['terima'],terima
happy,Mengabdi hingga akhir  mengabdi hingga akhir,Mengabdi hingga akhir  mengabdi hingga akhir,mengabdi hingga akhir  mengabdi hingga akhir,mengabdi hingga akhir mengabdi hingga akhir,"['mengabdi', 'hingga', 'akhir', 'mengabdi', 'hingga', 'akhir']","['mengabdi', 'mengabdi']","['abdi', 'abdi']",abdi abdi
happy,Mengagumimu,Mengagumimu,mengagumimu,mengagumimu,['mengagumimu'],['mengagumimu'],['kagum'],kagum
happy,Mengalihkan duniaku,Mengalihkan duniaku,mengalihkan duniaku,mengalihkan duniaku,"['mengalihkan', 'duniaku']","['mengalihkan', 'duniaku']","['alih', 'dunia']",alih dunia
happy,Mengalir di nadi ini,Mengalir di nadi ini,mengalir di nadi ini,mengalir di nadi ini,"['mengalir', 'di', 'nadi', 'ini']","['mengalir', 'nadi']","['alir', 'nadi']",alir nadi
happy,Mengalirlah mengalirlah,Mengalirlah mengalirlah,mengalirlah mengalirlah,mengalirlah mengalirlah,"['mengalirlah', 'mengalirlah']","['mengalirlah', 'mengalirlah']","['alir', 'alir']",alir alir
happy,Mengalun merdu oh indahnya,Mengalun merdu oh indahnya,mengalun merdu oh indahnya,mengalun merdu oh indahnya,"['mengalun', 'merdu', 'oh', 'indahnya']","['mengalun', 'merdu', 'oh', 'indahnya']","['alun', 'merdu', 'oh', 'indah']",alun merdu oh indah
happy,Mengawasi gerak-gerikku,Mengawasi gerak gerikku,mengawasi gerak gerikku,mengawasi gerak gerikku,"['mengawasi', 'gerak', 'gerikku']","['mengawasi', 'gerak', 'gerikku']","['awas', 'gerak', 'gerik']",awas gerak gerik
happy,Mengejar dirimu,Mengejar dirimu,mengejar dirimu,mengejar dirimu,"['mengejar', 'dirimu']","['mengejar', 'dirimu']","['kejar', 'diri']",kejar diri
happy,Mengenal dirimu,Mengenal dirimu,mengenal dirimu,mengenal dirimu,"['mengenal', 'dirimu']","['mengenal', 'dirimu']","['kenal', 'diri']",kenal diri
happy,Mengerti akan arti hidupku,Mengerti akan arti hidupku,mengerti akan arti hidupku,mengerti akan arti hidupku,"['mengerti', 'akan', 'arti', 'hidupku']","['mengerti', 'arti', 'hidupku']","['erti', 'arti', 'hidup']",erti arti hidup
happy,mengertilah ku hanya manusia biasa,mengertilah ku hanya manusia biasa,mengertilah ku hanya manusia biasa,mengertilah ku hanya manusia biasa,"['mengertilah', 'ku', 'hanya', 'manusia', 'biasa']","['mengertilah', 'ku', 'manusia']","['erti', 'ku', 'manusia']",erti ku manusia
happy,menggapai langit yang tinggi,menggapai langit yang tinggi,menggapai langit yang tinggi,menggapai langit yang tinggi,"['menggapai', 'langit', 'yang', 'tinggi']","['menggapai', 'langit']","['gapai', 'langit']",gapai langit
happy,Menggetarkan luruh jiwa bagi manusia,Menggetarkan luruh jiwa bagi manusia,menggetarkan luruh jiwa bagi manusia,menggetarkan luruh jiwa bagi manusia,"['menggetarkan', 'luruh', 'jiwa', 'bagi', 'manusia']","['menggetarkan', 'luruh', 'jiwa', 'manusia']","['getar', 'luruh', 'jiwa', 'manusia']",getar luruh jiwa manusia
happy,Menghamburkan senyum,Menghamburkan senyum,menghamburkan senyum,menghamburkan senyum,"['menghamburkan', 'senyum']","['menghamburkan', 'senyum']","['hambur', 'senyum']",hambur senyum
happy,Mengharap sang waktu untuk sejenak diam,Mengharap sang waktu untuk sejenak diam,mengharap sang waktu untuk sejenak diam,mengharap sang waktu untuk sejenak diam,"['mengharap', 'sang', 'waktu', 'untuk', 'sejenak', 'diam']","['mengharap', 'sang', 'diam']","['harap', 'sang', 'diam']",harap sang diam
happy,Menghiasi Janji Yang Terpadu,Menghiasi Janji Yang Terpadu,menghiasi janji yang terpadu,menghiasi janji yang terpadu,"['menghiasi', 'janji', 'yang', 'terpadu']","['menghiasi', 'janji', 'terpadu']","['hias', 'janji', 'padu']",hias janji padu
